Ticker,Company Name,CIK,Sector,Industry
RELY,"Remitly Global, Inc.",0001782170,Technology,Software—Infrastructure
SANM,SANMINA CORP,0000897723,Technology,Electronic Components
TSEM,TOWER SEMICONDUCTOR LTD,0000928876,Technology,Semiconductors
AI,"C3.ai, Inc.",0001577526,Technology,Software—Application
ACIW,"ACI WORLDWIDE, INC.",0000935036,Technology,Software—Infrastructure
ALRM,"Alarm.com Holdings, Inc.",0001459200,Technology,Software—Application
LITE,Lumentum Holdings Inc.,0001633978,Technology,Communication Equipment
DIOD,DIODES INC /DEL/,0000029002,Technology,Semiconductors
DOCN,"DigitalOcean Holdings, Inc.",0001582961,Technology,Software—Infrastructure
RNG,"RingCentral, Inc.",0001384905,Technology,Software—Application
FORM,FORMFACTOR INC,0001039399,Technology,Semiconductors
FSLY,"Fastly, Inc.",0001517413,Technology,Software—Application
SRAD,Sportradar Group AG,0001836470,Technology,Software—Application
MQ,"Marqeta, Inc.",0001522540,Technology,Software—Infrastructure
VSH,VISHAY INTERTECHNOLOGY INC,0000103730,Technology,Semiconductors
YOU,"Clear Secure, Inc.",0001856314,Technology,Software—Application
PI,IMPINJ INC,0001114995,Technology,Communication Equipment
INTA,"Intapp, Inc.",0001565687,Technology,Software—Application
ENV,"ENVESTNET, INC.",0001337619,Technology,Software—Application
WNS,WNS (HOLDINGS) LTD,0001356570,Technology,Information Technology Services
RAMP,"LiveRamp Holdings, Inc.",0000733269,Technology,Software—Infrastructure
KLIC,KULICKE & SOFFA INDUSTRIES INC,0000056978,Technology,Semiconductor Equipment & Materials
EVTC,"EVERTEC, Inc.",0001559865,Technology,Software—Infrastructure
PLXS,PLEXUS CORP,0000785786,Technology,Electronic Components
SITM,SITIME Corp,0001451809,Technology,Semiconductors
ESE,ESCO TECHNOLOGIES INC,0000866706,Technology,Scientific & Technical Instruments
IDCC,"InterDigital, Inc.",0001405495,Technology,Software—Application
FLYW,Flywire Corp,0001580560,Technology,Software—Infrastructure
SHLS,"Shoals Technologies Group, Inc.",0001831651,Technology,Solar
ODD,Oddity Tech Ltd,0001907085,Technology,Software—Infrastructure
QTWO,"Q2 Holdings, Inc.",0001410384,Technology,Software—Application
PRGS,PROGRESS SOFTWARE CORP /MA,0000876167,Technology,Software—Application
TIXT,TELUS International (Cda) Inc.,0001825155,Technology,Software—Infrastructure
NABL,"N-able, Inc.",0001834488,Technology,Information Technology Services
BMBL,Bumble Inc.,0001830043,Technology,Software—Application
PRFT,PERFICIENT INC,0001085869,Technology,Information Technology Services
VSAT,VIASAT INC,0000797721,Technology,Communication Equipment
JAMF,Jamf Holding Corp.,0001721947,Technology,Software—Application
ALKT,"ALKAMI TECHNOLOGY, INC.",0001529274,Technology,Software—Application
AVDX,"AvidXchange Holdings, Inc.",0001858257,Technology,Software—Infrastructure
AGYS,AGILYSYS INC,0000078749,Technology,Software—Application
APPN,APPIAN CORP,0001441683,Technology,Software—Infrastructure
RUM,Rumble Inc.,0001830081,Technology,Software—Application
SIMO,Silicon Motion Technology CORP,0001329394,Technology,Semiconductors
LSPD,Lightspeed Commerce Inc.,0001823306,Technology,Software—Application
SONO,Sonos Inc,0001314727,Technology,Consumer Electronics
OSIS,OSI SYSTEMS INC,0001039065,Technology,Electronic Components
CALX,"CALIX, INC",0001406666,Technology,Software—Application
XRX,Xerox Holdings Corp,0001770450,Technology,Information Technology Services
AMBA,AMBARELLA INC,0001280263,Technology,Semiconductor Equipment & Materials
PD,"PagerDuty, Inc.",0001568100,Technology,Software—Application
IONQ,"IonQ, Inc.",0001824920,Technology,Computer Hardware
SWI,SolarWinds Corp,0001739942,Technology,Software—Infrastructure
ROG,ROGERS CORP,0000084748,Technology,Electronic Components
ARRY,"Array Technologies, Inc.",0001820721,Technology,Solar
VYX,NCR VOYIX Corp,0000070866,Technology,Information Technology Services
ZETA,Zeta Global Holdings Corp.,0001851003,Technology,Software—Application
PLAB,PHOTRONICS INC,0000810136,Technology,Semiconductor Equipment & Materials
VIAV,VIAVI SOLUTIONS INC.,0000912093,Technology,Communication Equipment
PLUS,EPLUS INC,0001022408,Technology,Software—Application
PAY,"Paymentus Holdings, Inc.",0001841156,Technology,Software—Infrastructure
VRNT,VERINT SYSTEMS INC,0001166388,Technology,Software—Infrastructure
VICR,VICOR CORP,0000751978,Technology,Electronic Components
UCTT,"Ultra Clean Holdings, Inc.",0001275014,Technology,Semiconductor Equipment & Materials
EVCM,EverCommerce Inc.,0001853145,Technology,Software—Infrastructure
CLBT,Cellebrite DI Ltd.,0001854587,Technology,Software—Infrastructure
VECO,VEECO INSTRUMENTS INC,0000103145,Technology,Semiconductor Equipment & Materials
UPBD,"UPBOUND GROUP, INC.",0000933036,Technology,Software—Application
PAYO,Payoneer Global Inc.,0001845815,Technology,Software—Infrastructure
SEMR,"SEMrush Holdings, Inc.",0001831840,Technology,Software—Application
CNXN,PC CONNECTION INC,0001050377,Technology,Electronics & Computer Distribution
BB,BLACKBERRY Ltd,0001070235,Technology,Software—Infrastructure
PRO,"PROS Holdings, Inc.",0001392972,Technology,Software—Application
AMPL,"Amplitude, Inc.",0001866692,Technology,Software—Application
EXTR,EXTREME NETWORKS INC,0001078271,Technology,Communication Equipment
NATL,NCR Atleos Corp,0001974138,Technology,Software—Application
COHU,COHU INC,0000021535,Technology,Semiconductor Equipment & Materials
CSGS,CSG SYSTEMS INTERNATIONAL INC,0001005757,Technology,Software—Infrastructure
SPNS,SAPIENS INTERNATIONAL CORP N V,0000885740,Technology,Software—Application
TTMI,TTM TECHNOLOGIES INC,0001116942,Technology,Electronic Components
MXL,"MAXLINEAR, INC",0001288469,Technology,Semiconductors
NTCT,NETSCOUT SYSTEMS INC,0001078075,Technology,Software—Infrastructure
HLIT,HARMONIC INC,0000851310,Technology,Communication Equipment
MLNK,"MeridianLink, Inc.",0001834494,Technology,Software—Application
VZIO,Vizio Holding Corp.,0001835591,Technology,Consumer Electronics
AVPT,"AvePoint, Inc.",0001777921,Technology,Software—Infrastructure
KN,Knowles Corp,0001587523,Technology,Communication Equipment
GRND,Grindr Inc.,0001820144,Technology,Software—Application
VTEX,VTEX,0001793663,Technology,Software—Application
TWKS,"Thoughtworks Holding, Inc.",0001866550,Technology,Information Technology Services
CSIQ,Canadian Solar Inc.,0001375877,Technology,Solar
ADEA,Adeia Inc.,0001803696,Technology,Software—Application
CTS,CTS CORP,0000026058,Technology,Electronic Components
DCBO,Docebo Inc.,0001829959,Technology,Software—Application
NOVA,Sunnova Energy International Inc.,0001772695,Technology,Solar
CRSR,"Corsair Gaming, Inc.",0001743759,Technology,Computer Hardware
PAR,PAR TECHNOLOGY CORP,0000708821,Technology,Software—Application
BASE,"Couchbase, Inc.",0001845022,Technology,Software—Infrastructure
JKS,"JinkoSolar Holding Co., Ltd.",0001481513,Technology,Solar
SMTC,SEMTECH CORP,0000088941,Technology,Semiconductors
DQ,DAQO NEW ENERGY CORP.,0001477641,Technology,Semiconductor Equipment & Materials
PDFS,PDF SOLUTIONS INC,0001120914,Technology,Software—Application
STER,Sterling Check Corp.,0001645070,Technology,Software—Infrastructure
ZUO,ZUORA INC,0001423774,Technology,Software—Infrastructure
GCT,GigaCloud Technology Inc,0001857816,Technology,Software—Infrastructure
INFN,Infinera Corp,0001138639,Technology,Communication Equipment
ICHR,"ICHOR HOLDINGS, LTD.",0001652535,Technology,Semiconductor Equipment & Materials
ETWO,"E2open Parent Holdings, Inc.",0001800347,Technology,Software—Application
CRCT,"Cricut, Inc.",0001828962,Technology,Computer Hardware
EVBG,"EVERBRIDGE, INC.",0001437352,Technology,Software—Application
INDI,"indie Semiconductor, Inc.",0001841925,Technology,Semiconductor Equipment & Materials
DBD,"DIEBOLD NIXDORF, Inc",0000028823,Technology,Software—Application
SGH,"SMART Global Holdings, Inc.",0001616533,Technology,Semiconductors
NVTS,Navitas Semiconductor Corp,0001821769,Technology,Semiconductors
GDS,GDS Holdings Ltd,0001526125,Technology,Information Technology Services
TASK,"TaskUs, Inc.",0001829864,Technology,Information Technology Services
MODN,"MODEL N, INC.",0001118417,Technology,Software—Application
DGII,DIGI INTERNATIONAL INC,0000854775,Technology,Communication Equipment
TUYA,Tuya Inc.,0001829118,Technology,Software—Infrastructure
ACMR,"ACM Research, Inc.",0001680062,Technology,Semiconductor Equipment & Materials
GDYN,"GRID DYNAMICS HOLDINGS, INC.",0001743725,Technology,Information Technology Services
BHE,BENCHMARK ELECTRONICS INC,0000863436,Technology,Electronic Components
IMOS,CHIPMOS TECHNOLOGIES INC,0001123134,Technology,Semiconductors
FORTY,FORMULA SYSTEMS (1985) LTD,0001045986,Technology,Information Technology Services
LIFX,"Life360, Inc.",0001581760,Technology,Software—Application
HIMX,"Himax Technologies, Inc.",0001342338,Technology,Semiconductors
ATEN,"A10 Networks, Inc.",0001580808,Technology,Software—Infrastructure
SCSC,"SCANSOURCE, INC.",0000918965,Technology,Electronics & Computer Distribution
SSYS,STRATASYS LTD.,0001517396,Technology,Computer Hardware
OLO,Olo Inc.,0001431695,Technology,Software—Application
WKME,WalkMe Ltd.,0001847584,Technology,Software—Application
WEAV,"Weave Communications, Inc.",0001609151,Technology,Software—Application
BELFA,BEL FUSE INC /NJ,0000729580,Technology,Electronic Components
BTDR,Bitdeer Technologies Group,0001899123,Technology,Software—Application
WALD,Waldencast plc,0001840199,Technology,Software—Application
GB,Global Blue Group Holding AG,0001799983,Technology,Software—Infrastructure
EB,"Eventbrite, Inc.",0001475115,Technology,Software—Application
TTEC,"TTEC Holdings, Inc.",0001013880,Technology,Information Technology Services
NYAX,Nayax Ltd.,0001901279,Technology,Information Technology Services
RSKD,Riskified Ltd.,0001851112,Technology,Software—Application
PSFE,Paysafe Ltd,0001833835,Technology,Software—Infrastructure
PGY,Pagaya Technologies Ltd.,0001883085,Technology,Software—Infrastructure
RDWR,RADWARE LTD,0001094366,Technology,Software—Infrastructure
